Time (sec)	¥ÄZ/Z0 (%)	¥ÄZ/Z0 (%) with a smoothing filter
549.643	4.86924	4.65445
549.742	4.94774	4.65652
549.841	5.02204	4.65858
549.941	5.09196	4.66066
550.04	5.15667	4.66273
550.139	5.2163	4.66481
550.239	5.27175	4.6669
550.338	5.32285	4.66899
550.437	5.36932	4.67109
550.537	5.4104	4.6732
550.636	5.44707	4.67531
550.735	5.48093	4.67742
550.834	5.51297	4.67954
550.934	5.54302	4.68166
551.033	5.56922	4.68378
551.132	5.58967	4.68591
551.232	5.60275	4.68803
551.331	5.60935	4.69016
551.43	5.61021	4.69229
551.53	5.60531	4.69443
551.629	5.598	4.69656
551.728	5.58887	4.69869
551.827	5.57845	4.70083
551.927	5.56801	4.70296
552.026	5.55509	4.7051
552.125	5.54019	4.70724
552.225	5.52255	4.70937
552.324	5.50203	4.7115
552.423	5.47867	4.71361
552.523	5.45306	4.71572
552.622	5.42692	4.71782
552.721	5.40156	4.71992
552.821	5.37812	4.72202
552.92	5.35681	4.72411
553.019	5.33787	4.72622
553.118	5.32158	4.72832
553.218	5.30919	4.73044
553.317	5.30099	4.73256
553.416	5.29728	4.73469
553.516	5.29776	4.73683
553.615	5.30148	4.73898
553.714	5.30697	4.74114
553.814	5.31262	4.7433
553.913	5.31675	4.74548
554.012	5.31836	4.74766
554.111	5.31694	4.74985
554.211	5.31236	4.75204
554.31	5.30511	4.75423
554.409	5.28379	4.75642
554.509	5.25977	4.7586
554.608	5.23307	4.76078
554.707	5.204	4.76296
554.807	5.17284	4.76513
554.906	5.1396	4.76729
555.005	5.10484	4.76945
555.104	5.06921	4.77159
555.204	5.03273	4.77373
555.303	4.99587	4.77586
555.402	4.96001	4.77798
555.502	4.92556	4.78009
555.601	4.89317	4.78218
555.7	4.86362	4.78427
555.8	4.8362	4.78634
555.899	4.80973	4.78841
555.998	4.78443	4.79046
556.098	4.75911	4.79251
556.197	4.73067	4.79454
556.296	4.69705	4.79657
556.395	4.65703	4.79858
556.495	4.61229	4.80058
556.594	4.56688	4.80256
556.693	4.52431	4.80453
556.793	4.4865	4.80648
556.892	4.45371	4.80842
556.991	4.42584	4.81034
557.091	4.40173	4.81225
557.19	4.37969	4.81415
557.289	4.35865	4.81604
557.388	4.33749	4.81794
557.488	4.31664	4.81983
557.587	4.29666	4.82172
557.686	4.27732	4.82361
557.786	4.25797	4.8255
557.885	4.23773	4.82739
557.984	4.21595	4.82927
558.084	4.19316	4.83115
558.183	4.16927	4.83302
558.282	4.14577	4.83488
558.381	4.1227	4.83674
558.481	4.1004	4.83859
558.58	4.07935	4.84043
558.679	4.05969	4.84226
558.779	4.04148	4.84408
558.878	4.02412	4.8459
558.977	4.00766	4.8477
559.077	3.99161	4.84949
559.176	3.97638	4.85128
559.275	3.9615	4.85306
559.375	3.94706	4.85483
559.474	3.9328	4.8566
559.573	3.91812	4.85835
559.672	3.90255	4.86011
559.772	3.88621	4.86185
559.871	3.86955	4.86359
559.97	3.85304	4.86532
560.07	3.83721	4.86704
560.169	3.8231	4.86875
560.268	3.8094	4.87045
560.368	3.79601	4.87215
560.467	3.78361	4.87383
560.566	3.77123	4.8755
560.665	3.75907	4.87717
560.765	3.74709	4.87882
560.864	3.73475	4.88047
560.963	3.72214	4.88211
561.063	3.70983	4.88375
561.162	3.69842	4.88538
561.261	3.6881	4.88701
561.361	3.67913	4.88863
561.46	3.67193	4.89026
561.559	3.66603	4.89188
561.658	3.66095	4.89351
561.758	3.65633	4.89514
561.857	3.65171	4.89677
561.956	3.64682	4.89841
562.056	3.64161	4.90005
562.155	3.63588	4.9017
562.254	3.62929	4.90335
562.354	3.62151	4.90501
562.453	3.61321	4.90667
562.552	3.60404	4.90833
562.652	3.594	4.91
562.751	3.58376	4.91167
562.85	3.57293	4.91336
562.949	3.56239	4.91505
563.049	3.55218	4.91675
563.148	3.54173	4.91846
563.247	3.53138	4.92017
563.347	3.52016	4.92189
563.446	3.50789	4.92362
563.545	3.49392	4.92535
563.645	3.47794	4.92709
563.744	3.46006	4.92883
563.843	3.44067	4.93058
563.942	3.42092	4.93233
564.042	3.40091	4.93408
564.141	3.38089	4.93583
564.24	3.35944	4.93758
564.34	3.33514	4.93934
564.439	3.30732	4.94109
564.538	3.27469	4.94285
564.638	3.2381	4.9446
564.737	3.19856	4.94636
564.836	3.15844	4.94812
564.935	3.11986	4.94988
565.035	3.08336	4.95165
565.134	3.04966	4.95341
565.233	3.01756	4.95518
565.333	2.98691	4.95695
565.432	2.95833	4.95873
565.531	2.9321	4.9605
565.631	2.90863	4.96228
565.73	2.88696	4.96406
565.829	2.86611	4.96585
565.929	2.84518	4.96764
566.028	2.82454	4.96943
566.127	2.80527	4.97122
566.226	2.78877	4.97301
566.326	2.77526	4.97481
566.425	2.764	4.97662
566.524	2.75477	4.97842
566.624	2.74675	4.98023
566.723	2.7404	4.98204
566.822	2.73536	4.98386
566.922	2.73193	4.98568
567.021	2.73092	4.9875
567.12	2.73237	4.98933
567.219	2.73685	4.99117
567.319	2.74368	4.99301
567.418	2.75267	4.99486
567.517	2.76295	4.99672
567.617	2.77479	4.99859
567.716	2.78801	5.00046
567.815	2.80162	5.00234
567.915	2.81646	5.00424
568.014	2.83167	5.00614
568.113	2.84718	5.00805
568.212	2.8629	5.00996
568.312	2.87714	5.01188
568.411	2.89081	5.01381
568.51	2.90441	5.01574
568.61	2.91938	5.01767
568.709	2.93724	5.01962
568.808	2.95642	5.02156
568.908	2.97641	5.02351
569.007	2.99676	5.02546
569.106	3.01729	5.02741
569.206	3.03933	5.02937
569.305	3.06238	5.03133
569.404	3.08569	5.0333
569.503	3.1091	5.03527
569.603	3.13136	5.03724
569.702	3.15326	5.03921
569.801	3.17527	5.04118
569.901	3.19734	5.04316
570	3.22029	5.04514
570.099	3.24515	5.04712
570.199	3.27114	5.04911
570.298	3.29845	5.0511
570.397	3.32636	5.05309
570.496	3.35437	5.05509
570.596	3.38269	5.05709
570.695	3.41153	5.0591
570.794	3.44168	5.06112
570.894	3.47288	5.06314
570.993	3.50511	5.06517
571.092	3.53848	5.06721
571.192	3.57268	5.06926
571.291	3.6074	5.07132
571.39	3.64256	5.07339
571.489	3.67785	5.07547
571.589	3.71278	5.07756
571.688	3.74719	5.07967
571.787	3.7808	5.08178
571.887	3.81344	5.08391
571.986	3.84567	5.08605
572.085	3.87865	5.0882
572.185	3.91311	5.09036
572.284	3.94973	5.09254
572.383	3.98825	5.09473
572.483	4.0276	5.09694
572.582	4.06794	5.09915
572.681	4.10836	5.10138
572.78	4.14881	5.10362
572.88	4.18943	5.10587
572.979	4.22999	5.10813
573.078	4.27072	5.1104
573.178	4.31178	5.11268
573.277	4.35292	5.11496
573.376	4.39431	5.11726
573.476	4.43564	5.11956
573.575	4.47709	5.12188
573.674	4.51871	5.1242
573.773	4.56036	5.12653
573.873	4.60225	5.12886
573.972	4.64473	5.13121
574.071	4.68769	5.13356
574.171	4.7309	5.13592
574.27	4.77437	5.13828
574.369	4.81767	5.14065
574.469	4.86132	5.14303
574.568	4.90525	5.14541
574.667	4.94966	5.1478
574.766	4.99404	5.15019
574.866	5.0387	5.15259
574.965	5.0834	5.15499
575.064	5.12766	5.15739
575.164	5.17146	5.15979
575.263	5.21452	5.1622
575.362	5.25702	5.16461
575.462	5.29968	5.16703
575.561	5.34304	5.16944
575.66	5.38693	5.17186
575.76	5.43122	5.17429
575.859	5.4756	5.17671
575.958	5.52	5.17914
576.057	5.56458	5.18157
576.157	5.60995	5.18401
576.256	5.65615	5.18645
576.355	5.70344	5.1889
576.455	5.75139	5.19135
576.554	5.7993	5.1938
576.653	5.84658	5.19625
576.753	5.89271	5.1987
576.852	5.93726	5.20115
576.951	5.98016	5.20361
577.05	6.02207	5.20606
577.15	6.06287	5.20851
577.249	6.10254	5.21096
577.348	6.14109	5.21341
577.448	6.1781	5.21586
577.547	6.2133	5.2183
577.646	6.24707	5.22074
577.746	6.28015	5.22317
577.845	6.31337	5.2256
577.944	6.3472	5.22803
578.043	6.38129	5.23044
578.143	6.41505	5.23285
578.242	6.44705	5.23526
578.341	6.47785	5.23766
578.441	6.50734	5.24006
578.54	6.53584	5.24246
578.639	6.56413	5.24484
578.739	6.59183	5.24723
578.838	6.61881	5.24961
578.937	6.6449	5.25198
579.037	6.66956	5.25434
579.136	6.69253	5.2567
579.235	6.7144	5.25905
579.334	6.73549	5.26139
579.434	6.75628	5.26373
579.533	6.77698	5.26606
579.632	6.79829	5.26837
579.732	6.81991	5.27068
579.831	6.84129	5.27297
579.93	6.86264	5.27526
580.03	6.88327	5.27753
580.129	6.90247	5.27979
580.228	6.92107	5.28204
580.327	6.93931	5.28428
580.427	6.95681	5.28651
580.526	6.97414	5.28874
580.625	6.99086	5.29095
580.725	7.00622	5.29316
580.824	7.02072	5.29536
580.923	7.03398	5.29756
581.023	7.0455	5.29974
581.122	7.05512	5.30192
581.221	7.06236	5.30409
581.32	7.06653	5.30625
581.42	7.06708	5.3084
581.519	7.06357	5.31054
581.618	7.05634	5.31266
581.718	7.04679	5.31477
581.817	7.03603	5.31686
581.916	7.0242	5.31894
582.016	7.01213	5.321
582.115	6.99924	5.32305
582.214	6.98536	5.32508
582.314	6.97133	5.3271
582.413	6.95583	5.32911
582.512	6.93872	5.33112
582.611	6.92042	5.33311
582.711	6.90041	5.33509
582.81	6.87941	5.33707
582.909	6.85787	5.33905
583.009	6.83569	5.34102
583.108	6.81297	5.34299
583.207	6.78952	5.34495
583.307	6.76615	5.34692
583.406	6.74366	5.34889
583.505	6.72299	5.35086
583.604	6.70448	5.35283
583.704	6.68773	5.3548
583.803	6.67226	5.35678
583.902	6.65698	5.35875
584.002	6.64124	5.36073
584.101	6.62525	5.36271
584.2	6.60944	5.36469
584.3	6.59527	5.36667
584.399	6.58308	5.36866
584.498	6.57257	5.37065
584.597	6.56312	5.37264
584.697	6.55383	5.37463
584.796	6.54478	5.37662
584.895	6.53578	5.37861
584.995	6.5273	5.3806
585.094	6.51959	5.38258
585.193	6.51241	5.38457
585.293	6.50569	5.38656
585.392	6.49879	5.38854
585.491	6.4915	5.39053
585.591	6.48394	5.39251
585.69	6.47717	5.39449
585.789	6.47232	5.39647
585.888	6.47048	5.39845
585.988	6.47148	5.40043
586.087	6.47349	5.4024
586.186	6.47491	5.40437
586.286	6.47418	5.40633
586.385	6.47161	5.40829
586.484	6.46816	5.41025
586.584	6.46481	5.4122
586.683	6.4623	5.41414
586.782	6.46095	5.41608
586.881	6.46024	5.41801
586.981	6.4597	5.41993
587.08	6.45878	5.42184
587.179	6.45612	5.42374
587.279	6.44169	5.42564
587.378	6.42771	5.42752
587.477	6.4145	5.4294
587.577	6.40256	5.43127
587.676	6.39151	5.43313
587.775	6.38162	5.43498
587.874	6.37334	5.43683
587.974	6.36792	5.43866
588.073	6.36568	5.44049
588.172	6.36626	5.4423
588.272	6.36957	5.44412
588.371	6.37435	5.44592
588.47	6.37923	5.44772
588.57	6.38333	5.44951
588.669	6.38553	5.4513
588.768	6.38613	5.45308
588.868	6.38436	5.45486
588.967	6.37979	5.45663
589.066	6.37201	5.4584
589.165	6.36027	5.46017
589.265	6.34599	5.46194
589.364	6.33073	5.4637
589.463	6.31592	5.46547
589.563	6.30367	5.46724
589.662	6.2948	5.46901
589.761	6.2892	5.47078
589.861	6.28727	5.47256
589.96	6.28851	5.47435
590.059	6.29185	5.47614
590.158	6.29792	5.47794
590.258	6.30615	5.47975
590.357	6.31595	5.48157
590.456	6.32749	5.48339
590.556	6.33911	5.48523
590.655	6.35066	5.48707
590.754	6.36146	5.48892
590.854	6.37072	5.49077
590.953	6.37861	5.49263
591.052	6.38427	5.4945
591.151	6.3878	5.49638
591.251	6.38974	5.49826
591.35	6.39062	5.50015
591.449	6.39107	5.50205
591.549	6.37433	5.50395
591.648	6.35923	5.50585
591.747	6.34581	5.50776
591.847	6.33451	5.50968
591.946	6.32564	5.5116
592.045	6.31724	5.51353
592.145	6.30891	5.51546
592.244	6.29967	5.51741
592.343	6.2889	5.51936
592.442	6.27748	5.52132
592.542	6.26585	5.52329
592.641	6.25453	5.52526
592.74	6.24421	5.52724
592.84	6.23463	5.52923
592.939	6.22521	5.53123
593.038	6.21549	5.53324
593.138	6.20512	5.53525
593.237	6.19416	5.53727
593.336	6.18264	5.5393
593.435	6.17095	5.54133
593.535	6.15875	5.54337
593.634	6.14537	5.54542
593.733	6.13107	5.54747
593.833	6.11566	5.54953
593.932	6.09973	5.5516
594.031	6.08461	5.55366
594.131	6.07093	5.55573
594.23	6.05895	5.55781
594.329	6.04914	5.55989
594.428	6.04031	5.56198
594.528	6.03232	5.56407
594.627	6.02491	5.56616
594.726	6.0179	5.56825
594.826	6.01192	5.57035
594.925	6.0064	5.57246
595.024	6.00175	5.57457
595.124	5.99836	5.57669
595.223	5.99568	5.57881
595.322	5.99293	5.58094
595.422	5.98975	5.58308
595.521	5.98581	5.58521
595.62	5.98173	5.58736
595.719	5.97911	5.5895
595.819	5.97919	5.59166
595.918	5.98192	5.59381
596.017	5.9873	5.59597
596.117	5.99367	5.59813
596.216	5.99993	5.6003
596.315	6.00548	5.60246
596.415	6.01055	5.60463
596.514	6.01651	5.6068
596.613	6.02379	5.60898
596.712	6.04438	5.61115
596.812	6.0671	5.61333
596.911	6.09147	5.61551
597.01	6.11671	5.61769
597.11	6.14238	5.61987
597.209	6.16811	5.62205
597.308	6.19422	5.62422
597.408	6.22137	5.62639
597.507	6.25009	5.62857
597.606	6.27961	5.63073
597.705	6.30902	5.6329
597.805	6.33735	5.63506
597.904	6.36451	5.63722
598.003	6.39134	5.63937
598.103	6.41854	5.64153
598.202	6.44733	5.64368
598.301	6.47715	5.64582
598.401	6.50728	5.64797
598.5	6.53701	5.6501
598.599	6.56487	5.65224
598.699	6.59052	5.65437
598.798	6.61472	5.6565
598.897	6.63794	5.65862
598.996	6.66114	5.66074
599.096	6.68454	5.66285
599.195	6.70781	5.66496
599.294	6.7304	5.66707
599.394	6.75199	5.66918
599.493	6.77323	5.67128
599.592	6.79366	5.67339
599.692	6.81438	5.6755
599.791	6.83584	5.67762
599.89	6.84598	5.67973
599.989	6.85648	5.68186
600.089	6.8658	5.68398
600.188	6.87373	5.68611
600.287	6.87979	5.68825
600.387	6.88387	5.69039
600.486	6.8872	5.69254
600.585	6.89	5.69469
600.685	6.89265	5.69684
600.784	6.89551	5.699
600.883	6.89778	5.70116
600.982	6.89888	5.70333
601.082	6.89883	5.7055
601.181	6.89766	5.70767
601.28	6.89568	5.70984
601.38	6.89354	5.71202
601.479	6.89208	5.7142
601.578	6.89107	5.71639
601.678	6.88983	5.71857
601.777	6.8877	5.72076
601.876	6.88432	5.72295
601.976	6.87949	5.72514
602.075	6.87437	5.72734
602.174	6.86936	5.72953
602.273	6.86431	5.73173
602.373	6.85961	5.73394
602.472	6.85473	5.73614
602.571	6.85019	5.73834
602.671	6.84605	5.74054
602.77	6.84217	5.74275
602.869	6.83876	5.74495
602.969	6.83519	5.74715
603.068	6.83228	5.74934
603.167	6.82994	5.75153
603.266	6.82809	5.75372
603.366	6.82735	5.75589
603.465	6.82748	5.75806
603.564	6.82872	5.76023
603.664	6.83104	5.76239
603.763	6.8337	5.76454
603.862	6.83591	5.76669
603.962	6.8375	5.76883
604.061	6.83796	5.77096
604.16	6.8376	5.7731
604.259	6.83588	5.77522
604.359	6.83373	5.77735
604.458	6.83109	5.77947
604.557	6.82829	5.78158
604.657	6.82596	5.78368
604.756	6.82329	5.78578
604.855	6.82065	5.78787
604.955	6.81747	5.78995
605.054	6.81346	5.79203
605.153	6.80886	5.79409
605.253	6.80377	5.79614
605.352	6.79923	5.79818
605.451	6.79557	5.80022
605.55	6.79239	5.80224
605.65	6.78937	5.80425
605.749	6.78578	5.80625
605.848	6.7811	5.80824
605.948	6.77512	5.81022
606.047	6.76885	5.8122
606.146	6.76295	5.81416
606.246	6.7578	5.81611
606.345	6.75355	5.81805
606.444	6.74934	5.81998
606.543	6.74376	5.8219
606.643	6.73695	5.8238
606.742	6.72857	5.82569
606.841	6.71852	5.82757
606.941	6.70705	5.82943
607.04	6.69387	5.83128
607.139	6.67978	5.83312
607.239	6.67597	5.83494
607.338	6.67084	5.83675
607.437	6.66437	5.83854
607.536	6.65671	5.84031
607.636	6.64866	5.84207
607.735	6.64044	5.84382
607.834	6.63208	5.84556
607.934	6.62239	5.84729
608.033	6.61089	5.849
608.132	6.59761	5.8507
608.232	6.58196	5.85239
608.331	6.56476	5.85407
608.43	6.54612	5.85575
608.53	6.52669	5.85742
608.629	6.50718	5.85908
608.728	6.48766	5.86074
608.827	6.46933	5.86239
608.927	6.45343	5.86405
609.026	6.44123	5.8657
609.125	6.43312	5.86735
609.225	6.428	5.869
609.324	6.42377	5.87064
609.423	6.41909	5.87229
609.523	6.41287	5.87394
609.622	6.40489	5.87559
609.721	6.39485	5.87724
609.82	6.38197	5.87888
609.92	6.36524	5.88053
610.019	6.344	5.88218
610.118	6.31845	5.88383
610.218	6.28843	5.88548
610.317	6.25523	5.88713
610.416	6.21999	5.88878
610.516	6.18382	5.89043
610.615	6.14643	5.89208
610.714	6.10807	5.89373
610.813	6.06938	5.89537
610.913	6.03027	5.89702
611.012	5.993	5.89866
611.111	5.95795	5.9003
611.211	5.92438	5.90194
611.31	5.89184	5.90357
611.409	5.85932	5.9052
611.509	5.84427	5.90682
611.608	5.82961	5.90845
611.707	5.81551	5.91006
611.807	5.80177	5.91168
611.906	5.78842	5.91329
612.005	5.775	5.9149
612.104	5.76175	5.9165
612.204	5.74887	5.91809
612.303	5.73587	5.91969
612.402	5.72352	5.92127
612.502	5.71156	5.92285
612.601	5.69971	5.92443
612.7	5.68825	5.926
612.8	5.67741	5.92758
612.899	5.6669	5.92914
612.998	5.65695	5.93071
613.097	5.64699	5.93227
613.197	5.6377	5.93383
613.296	5.62863	5.93538
613.395	5.62018	5.93694
613.495	5.61292	5.93848
613.594	5.60686	5.94002
613.693	5.60238	5.94156
613.793	5.59952	5.94309
613.892	5.59839	5.94461
613.991	5.5986	5.94613
614.09	5.60045	5.94764
614.19	5.60378	5.94915
614.289	5.60876	5.95065
614.388	5.61539	5.95214
614.488	5.62354	5.95362
614.587	5.63358	5.9551
614.686	5.64501	5.95657
614.786	5.65729	5.95804
614.885	5.67086	5.9595
614.984	5.68469	5.96096
615.084	5.69861	5.96242
615.183	5.71314	5.96387
615.282	5.72911	5.96533
615.381	5.74657	5.96678
615.481	5.76605	5.96824
615.58	5.78753	5.9697
615.679	5.80882	5.97116
615.779	5.8297	5.97262
615.878	5.84923	5.97408
615.977	5.86701	5.97553
616.077	5.88496	5.97698
616.176	5.90379	5.97843
616.275	5.9241	5.97988
616.374	5.94588	5.98133
616.474	5.96768	5.98277
616.573	5.98905	5.9842
616.672	5.99719	5.98564
616.772	6.0027	5.98706
616.871	6.0059	5.98849
616.97	6.00711	5.98992
617.07	6.00734	5.99134
617.169	6.00679	5.99276
617.268	6.00523	5.99419
617.367	6.00171	5.99561
617.467	5.99567	5.99704
617.566	5.98757	5.99847
617.665	5.97819	5.9999
617.765	5.96847	6.00134
617.864	5.95856	6.00277
617.963	5.94811	6.0042
618.063	5.93672	6.00564
618.162	5.92413	6.00708
618.261	5.91048	6.00851
618.361	5.8967	6.00995
618.46	5.88267	6.01139
618.559	5.86893	6.01283
618.658	5.85602	6.01428
618.758	5.84292	6.01572
618.857	5.82983	6.01716
618.956	5.81694	6.01861
619.056	5.80434	6.02006
619.155	5.79284	6.0215
619.254	5.78271	6.02295
619.354	5.7733	6.0244
619.453	5.76375	6.02584
619.552	5.75409	6.02729
619.651	5.74292	6.02873
619.751	5.73083	6.03018
619.85	5.72995	6.03162
619.949	5.72828	6.03307
620.049	5.72652	6.03451
620.148	5.7245	6.03595
620.247	5.72252	6.03739
620.347	5.72073	6.03882
620.446	5.71874	6.04025
620.545	5.71608	6.04168
620.644	5.71264	6.04311
620.744	5.70794	6.04454
620.843	5.703	6.04597
620.942	5.69834	6.0474
621.042	5.69353	6.04883
621.141	5.68921	6.05027
621.24	5.68496	6.0517
621.34	5.68067	6.05314
621.439	5.67676	6.05457
621.538	5.67331	6.05601
621.638	5.67104	6.05744
621.737	5.66941	6.05887
621.836	5.66817	6.0603
621.935	5.66764	6.06172
622.035	5.66704	6.06313
622.134	5.66708	6.06453
622.233	5.66839	6.06593
622.333	5.67044	6.06732
622.432	5.67447	6.06872
622.531	5.67966	6.07011
622.631	5.68582	6.0715
622.73	5.69327	6.0729
622.829	5.70119	6.0743
622.928	5.7098	6.07571
623.028	5.71878	6.07711
623.127	5.72789	6.07852
623.226	5.73693	6.07992
623.326	5.74537	6.08132
623.425	5.75243	6.08271
623.524	5.75785	6.08408
623.624	5.76153	6.08545
623.723	5.76434	6.08681
623.822	5.76771	6.08815
623.921	5.77279	6.08949
624.021	5.77987	6.09081
624.12	5.78872	6.09212
624.219	5.79936	6.09342
624.319	5.81016	6.0947
624.418	5.82185	6.09597
624.517	5.83403	6.09723
624.617	5.84591	6.09847
624.716	5.85852	6.0997
624.815	5.87111	6.10092
624.915	5.88387	6.10213
625.014	5.89739	6.10332
625.113	5.91136	6.1045
625.212	5.92581	6.10567
625.312	5.94008	6.10683
625.411	5.95403	6.10798
625.51	5.96748	6.10911
625.61	5.98009	6.11024
625.709	5.99232	6.11135
625.808	6.0041	6.11246
625.908	6.0156	6.11355
626.007	6.02697	6.11463
626.106	6.0383	6.11572
626.205	6.04927	6.11681
626.305	6.06102	6.11791
626.404	6.0735	6.11902
626.503	6.08759	6.12014
626.603	6.10303	6.12126
626.702	6.11851	6.12239
626.801	6.13448	6.12353
626.901	6.15002	6.12467
627	6.1653	6.12583
627.099	6.18038	6.12699
627.198	6.19471	6.12816
627.298	6.2086	6.12934
627.397	6.2218	6.13052
627.496	6.234	6.13171
627.596	6.24464	6.1329
627.695	6.25348	6.1341
627.794	6.26039	6.1353
627.894	6.26559	6.1365
627.993	6.27005	6.13771
628.092	6.274	6.13892
628.192	6.27779	6.14014
628.291	6.2814	6.14135
628.39	6.28441	6.14257
628.489	6.2868	6.14379
628.589	6.28899	6.145
628.688	6.2912	6.14622
628.787	6.29426	6.14744
628.887	6.29817	6.14865
628.986	6.30255	6.14986
629.085	6.30722	6.15107
629.185	6.31148	6.15228
629.284	6.31566	6.15349
629.383	6.31988	6.1547
629.482	6.32471	6.15591
629.582	6.32976	6.15712
629.681	6.33509	6.15832
629.78	6.34094	6.15952
629.88	6.3473	6.16071
629.979	6.35439	6.1619
630.078	6.36155	6.16308
630.178	6.37003	6.16425
630.277	6.37917	6.16541
630.376	6.38931	6.16657
630.475	6.40129	6.16771
630.575	6.41459	6.16885
630.674	6.43043	6.16997
630.773	6.44805	6.17109
630.873	6.46658	6.1722
630.972	6.48448	6.17329
631.071	6.49778	6.17438
631.171	6.50617	6.17546
631.27	6.50993	6.17653
631.369	6.51006	6.17759
631.469	6.51074	6.17864
631.568	6.51269	6.17967
631.667	6.5163	6.1807
631.766	6.52129	6.18171
631.866	6.52649	6.18271
631.965	6.5326	6.1837
632.064	6.53832	6.18468
632.164	6.54243	6.18564
632.263	6.54475	6.1866
632.362	6.54438	6.18754
632.462	6.54212	6.18847
632.561	6.53929	6.18939
632.66	6.53601	6.19029
632.759	6.53165	6.19118
632.859	6.5267	6.19205
632.958	6.5209	6.1929
633.057	6.51458	6.19374
633.157	6.50833	6.19456
633.256	6.50239	6.19537
633.355	6.49605	6.19616
633.455	6.48915	6.19692
633.554	6.48185	6.19768
633.653	6.47398	6.19841
633.752	6.46608	6.19913
633.852	6.45816	6.19984
633.951	6.44981	6.20054
634.05	6.44031	6.20122
634.15	6.42983	6.2019
634.249	6.41742	6.20256
634.348	6.40362	6.20321
634.448	6.38887	6.20386
634.547	6.37232	6.20449
634.646	6.35505	6.20511
634.746	6.33744	6.20571
634.845	6.31953	6.20631
634.944	6.3022	6.20688
635.043	6.28529	6.20745
635.143	6.2683	6.208
635.242	6.25131	6.20853
635.341	6.2343	6.20905
635.441	6.21658	6.20955
635.54	6.19848	6.21004
635.639	6.18007	6.21051
635.739	6.16087	6.21096
635.838	6.14146	6.21139
635.937	6.12175	6.21181
636.036	6.10123	6.21221
636.136	6.08044	6.2126
636.235	6.05933	6.21297
636.334	6.03745	6.21332
636.434	6.01513	6.21366
636.533	5.99206	6.21399
636.632	5.96873	6.2143
636.732	5.9454	6.2146
636.831	5.92205	6.21488
636.93	5.89887	6.21515
637.029	5.87551	6.21541
637.129	5.85212	6.21565
637.228	5.82868	6.21588
637.327	5.80606	6.21611
637.427	5.78433	6.21631
637.526	5.76314	6.21651
637.625	5.74248	6.21669
637.725	5.7215	6.21687
637.824	5.69977	6.21703
637.923	5.67607	6.21718
638.023	5.65029	6.21732
638.122	5.62046	6.21745
638.221	5.58711	6.21758
638.32	5.55214	6.2177
638.42	5.51563	6.21782
638.519	5.47948	6.21793
638.618	5.44381	6.21803
638.718	5.40835	6.21813
638.817	5.37359	6.21823
638.916	5.33927	6.21833
639.016	5.30516	6.21841
639.115	5.27049	6.2185
639.214	5.23497	6.21858
639.313	5.19903	6.21865
639.413	5.16303	6.21872
639.512	5.12749	6.21878
